"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
644,"2025-03-10","OC-2025-0144","F-D003-202503-8067","L202503-929-0144","D003","P017",42,60,2520,"1800.00","4.00","72.00","1728.00","4354560.00","CENTRO","Recibido","Contado contra entrega",NULL
645,"2025-11-19","OC-2025-0145","F-D002-202511-7493","L202511-568-0145","D001","P014",6,10,60,"2300.00","12.00","276.00","2024.00","121440.00","SUR","Recibido","30 días crédito",NULL
646,"2025-05-22","OC-2025-0146","F-D007-202505-1845","L202505-312-0146","D005","P012",44,20,880,"2200.00","8.00","176.00","2024.00","1781120.00","CENTRO","Recibido","30 días crédito",NULL
647,"2025-08-04","OC-2025-0147","F-D008-202508-2496","L202508-964-0147","D005","P020",34,30,1020,"650.00","8.00","52.00","598.00","609960.00","VALLE","Recibido","30 días crédito",NULL
648,"2025-12-17","OC-2025-0148","F-D006-202512-3836","L202512-733-0148","D003","P015",40,24,960,"1500.00","6.00","90.00","1410.00","1353600.00","SUR","Recibido","Contado contra entrega",NULL
649,"2025-05-25","OC-2025-0149","F-D001-202505-3345","L202505-555-0149","D001","P020",22,30,660,"650.00","8.00","52.00","598.00","394680.00","CENTRO","Recibido","30 días crédito",NULL
650,"2025-06-11","OC-2025-0150","F-D004-202506-7281","L202506-370-0150","D006","P012",33,24,792,"2200.00","13.00","286.00","1914.00","1515888.00","NORTE","Recibido","60 días crédito",NULL
651,"2025-09-27","OC-2025-0151","F-D005-202509-2979","L202509-210-0151","D008","P005",42,20,840,"1100.00","9.00","99.00","1001.00","840840.00","NORTE","Recibido","30 días crédito",NULL
652,"2025-11-08","OC-2025-0152","F-D008-202511-5195","L202511-735-0152","D001","P013",10,20,200,"2000.00","9.00","180.00","1820.00","364000.00","NORTE","Recibido","30 días crédito",NULL
653,"2025-05-25","OC-2025-0153","F-D003-202505-5617","L202505-980-0153","D004","P015",3,20,60,"1500.00","10.00","150.00","1350.00","81000.00","NORTE","Recibido","45 días crédito",NULL
654,"2025-12-02","OC-2025-0154","F-D004-202512-1337","L202512-072-0154","D001","P020",34,10,340,"650.00","12.00","78.00","572.00","194480.00","NORTE","Recibido","30 días crédito",NULL
655,"2025-07-11","OC-2025-0155","F-D005-202507-8937","L202507-228-0155","D008","P014",38,10,380,"2300.00","12.00","276.00","2024.00","769120.00","CENTRO","Recibido","30 días crédito",NULL
656,"2025-09-26","OC-2025-0156","F-D008-202509-5787","L202509-390-0156","D003","P019",27,20,540,"500.00","4.00","20.00","480.00","259200.00","CENTRO","Recibido","Contado contra entrega",NULL
657,"2025-07-28","OC-2025-0157","F-D008-202507-6594","L202507-327-0157","D006","P019",38,50,1900,"500.00","12.00","60.00","440.00","836000.00","NORTE","Recibido","60 días crédito",NULL
658,"2025-09-07","OC-2025-0158","F-D004-202509-0644","L202509-134-0158","D004","P002",17,30,510,"1800.00","13.00","234.00","1566.00","798660.00","CENTRO","Recibido","45 días crédito","Descuento por volumen"
659,"2025-11-07","OC-2025-0159","F-D004-202511-0335","L202511-482-0159","D001","P006",57,20,1140,"3200.00","11.00","352.00","2848.00","3246720.00","SUR","Recibido","30 días crédito",NULL
660,"2025-03-06","OC-2025-0160","F-D002-202503-4255","L202503-713-0160","D007","P007",48,24,1152,"2800.00","9.00","252.00","2548.00","2935296.00","VALLE","Recibido","15 días crédito",NULL
661,"2025-12-11","OC-2025-0161","F-D001-202512-3502","L202512-748-0161","D008","P004",41,50,2050,"850.00","11.00","93.50","756.50","1550825.00","NORTE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
662,"2025-02-11","OC-2025-0162","F-D003-202502-0383","L202502-229-0162","D003","P006",4,60,240,"3200.00","8.00","256.00","2944.00","706560.00","VALLE","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
663,"2025-11-18","OC-2025-0163","F-D005-202511-4752","L202511-221-0163","D007","P001",50,30,1500,"2500.00","6.00","150.00","2350.00","3525000.00","NORTE","Pendiente","15 días crédito",NULL
664,"2025-12-06","OC-2025-0164","F-D006-202512-3389","L202512-656-0164","D003","P016",10,30,300,"4000.00","6.00","240.00","3760.00","1128000.00","NORTE","Recibido","Contado contra entrega","Compra controlada: producto de alta rotación"
665,"2025-09-19","OC-2025-0165","F-D004-202509-2811","L202509-474-0165","D003","P018",29,30,870,"800.00","8.00","64.00","736.00","640320.00","NORTE","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
666,"2025-03-17","OC-2025-0166","F-D007-202503-5100","L202503-105-0166","D004","P009",1,50,50,"900.00","13.00","117.00","783.00","39150.00","SUR","Recibido","45 días crédito",NULL
667,"2025-11-10","OC-2025-0167","F-D002-202511-0089","L202511-578-0167","D003","P020",59,30,1770,"650.00","5.00","32.50","617.50","1092975.00","NORTE","Recibido","Contado contra entrega","Descuento por volumen"
668,"2025-12-27","OC-2025-0168","F-D001-202512-2665","L202512-165-0168","D003","P006",29,60,1740,"3200.00","5.00","160.00","3040.00","5289600.00","SUR","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
669,"2025-03-13","OC-2025-0169","F-D002-202503-7129","L202503-199-0169","D005","P017",13,24,312,"1800.00","8.00","144.00","1656.00","516672.00","CENTRO","Recibido","30 días crédito",NULL
670,"2025-11-10","OC-2025-0170","F-D003-202511-5416","L202511-114-0170","D003","P006",48,10,480,"3200.00","7.00","224.00","2976.00","1428480.00","CENTRO","Recibido","Contado contra entrega",NULL
671,"2025-01-24","OC-2025-0171","F-D008-202501-2633","L202501-132-0171","D001","P001",14,24,336,"2500.00","9.00","225.00","2275.00","764400.00","SUR","Recibido","30 días crédito",NULL
672,"2025-11-07","OC-2025-0172","F-D007-202511-5573","L202511-613-0172","D003","P013",7,60,420,"2000.00","7.00","140.00","1860.00","781200.00","NORTE","Recibido","Contado contra entrega",NULL
673,"2025-12-01","OC-2025-0173","F-D008-202512-2412","L202512-074-0173","D006","P019",46,30,1380,"500.00","14.00","70.00","430.00","593400.00","NORTE","Recibido","60 días crédito",NULL
674,"2025-02-18","OC-2025-0174","F-D008-202502-6228","L202502-013-0174","D005","P008",6,50,300,"650.00","11.00","71.50","578.50","173550.00","SUR","Recibido","30 días crédito",NULL
675,"2025-09-03","OC-2025-0175","F-D005-202509-9879","L202509-041-0175","D002","P003",51,10,510,"1200.00","10.00","120.00","1080.00","550800.00","VALLE","Recibido","15 días crédito",NULL
676,"2025-10-11","OC-2025-0176","F-D007-202510-7930","L202510-757-0176","D008","P016",46,10,460,"4000.00","12.00","480.00","3520.00","1619200.00","VALLE","Recibido","30 días crédito",NULL
677,"2025-12-23","OC-2025-0177","F-D001-202512-1116","L202512-647-0177","D002","P015",24,24,576,"1500.00","7.00","105.00","1395.00","803520.00","NORTE","Recibido","15 días crédito",NULL
678,"2025-09-23","OC-2025-0178","F-D002-202509-1213","L202509-328-0178","D008","P008",6,60,360,"650.00","11.00","71.50","578.50","208260.00","VALLE","Recibido","30 días crédito",NULL
679,"2025-07-10","OC-2025-0179","F-D005-202507-0074","L202507-271-0179","D006","P006",52,24,1248,"3200.00","14.00","448.00","2752.00","3434496.00","CENTRO","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
680,"2025-03-13","OC-2025-0180","F-D003-202503-6092","L202503-264-0180","D002","P009",60,30,1800,"900.00","9.00","81.00","819.00","1474200.00","NORTE","Recibido","15 días crédito",NULL
681,"2025-01-15","OC-2025-0181","F-D001-202501-7297","L202501-740-0181","D005","P007",37,24,888,"2800.00","8.00","224.00","2576.00","2287488.00","SUR","Recibido","30 días crédito",NULL
682,"2025-09-02","OC-2025-0182","F-D001-202509-7913","L202509-632-0182","D006","P010",29,24,696,"2100.00","14.00","294.00","1806.00","1256976.00","CENTRO","Recibido","60 días crédito",NULL
683,"2025-04-07","OC-2025-0183","F-D005-202504-8682","L202504-046-0183","D001","P001",2,50,100,"2500.00","12.00","300.00","2200.00","220000.00","VALLE","Recibido","30 días crédito",NULL
684,"2025-04-10","OC-2025-0184","F-D003-202504-9193","L202504-066-0184","D001","P005",14,30,420,"1100.00","11.00","121.00","979.00","411180.00","NORTE","Recibido","30 días crédito",NULL
685,"2025-09-21","OC-2025-0185","F-D004-202509-5324","L202509-041-0185","D003","P019",39,20,780,"500.00","7.00","35.00","465.00","362700.00","CENTRO","Recibido","Contado contra entrega",NULL
686,"2025-04-07","OC-2025-0186","F-D006-202504-6325","L202504-971-0186","D004","P001",33,24,792,"2500.00","12.00","300.00","2200.00","1742400.00","NORTE","Recibido","45 días crédito",NULL
687,"2025-02-22","OC-2025-0187","F-D005-202502-4078","L202502-236-0187","D001","P020",36,50,1800,"650.00","8.00","52.00","598.00","1076400.00","NORTE","Recibido","30 días crédito",NULL
688,"2025-10-03","OC-2025-0188","F-D006-202510-9150","L202510-367-0188","D007","P018",53,10,530,"800.00","6.00","48.00","752.00","398560.00","NORTE","Recibido","15 días crédito",NULL
689,"2025-10-05","OC-2025-0189","F-D002-202510-1807","L202510-335-0189","D001","P001",1,20,20,"2500.00","8.00","200.00","2300.00","46000.00","SUR","Recibido","30 días crédito",NULL
690,"2025-07-27","OC-2025-0190","F-D006-202507-2989","L202507-558-0190","D003","P005",3,20,60,"1100.00","8.00","88.00","1012.00","60720.00","VALLE","Recibido","Contado contra entrega",NULL
691,"2025-10-24","OC-2025-0191","F-D005-202510-1530","L202510-449-0191","D007","P019",60,10,600,"500.00","8.00","40.00","460.00","276000.00","NORTE","Recibido","15 días crédito",NULL
692,"2025-01-23","OC-2025-0192","F-D007-202501-9335","L202501-238-0192","D004","P005",8,10,80,"1100.00","14.00","154.00","946.00","75680.00","NORTE","Recibido","45 días crédito",NULL
693,"2025-08-06","OC-2025-0193","F-D001-202508-0187","L202508-231-0193","D001","P005",47,30,1410,"1100.00","11.00","121.00","979.00","1380390.00","VALLE","Recibido","30 días crédito",NULL
694,"2025-01-16","OC-2025-0194","F-D004-202501-0758","L202501-263-0194","D001","P013",22,24,528,"2000.00","10.00","200.00","1800.00","950400.00","CENTRO","Recibido","30 días crédito",NULL
695,"2025-07-15","OC-2025-0195","F-D008-202507-9580","L202507-108-0195","D003","P001",27,10,270,"2500.00","5.00","125.00","2375.00","641250.00","NORTE","Recibido","Contado contra entrega",NULL
696,"2025-10-12","OC-2025-0196","F-D001-202510-5452","L202510-918-0196","D008","P007",44,10,440,"2800.00","12.00","336.00","2464.00","1084160.00","SUR","Recibido","30 días crédito",NULL
697,"2025-08-14","OC-2025-0197","F-D007-202508-4706","L202508-502-0197","D006","P013",21,30,630,"2000.00","15.00","300.00","1700.00","1071000.00","CENTRO","Recibido","60 días crédito",NULL
698,"2025-05-09","OC-2025-0198","F-D002-202505-6567","L202505-707-0198","D003","P015",4,20,80,"1500.00","8.00","120.00","1380.00","110400.00","NORTE","Recibido","Contado contra entrega",NULL
699,"2025-03-22","OC-2025-0199","F-D001-202503-1242","L202503-415-0199","D005","P019",17,50,850,"500.00","7.00","35.00","465.00","395250.00","VALLE","Recibido","30 días crédito",NULL
700,"2025-02-07","OC-2025-0200","F-D006-202502-6310","L202502-503-0200","D007","P015",6,30,180,"1500.00","7.00","105.00","1395.00","251100.00","CENTRO","Recibido","15 días crédito",NULL
701,"2025-09-16","OC-2025-0201","F-D006-202509-8084","L202509-778-0201","D002","P007",20,24,480,"2800.00","11.00","308.00","2492.00","1196160.00","VALLE","Recibido","15 días crédito",NULL
702,"2025-12-10","OC-2025-0202","F-D004-202512-0690","L202512-945-0202","D001","P019",12,50,600,"500.00","10.00","50.00","450.00","270000.00","CENTRO","Recibido","30 días crédito",NULL
703,"2025-01-11","OC-2025-0203","F-D006-202501-2066","L202501-131-0203","D002","P008",6,20,120,"650.00","7.00","45.50","604.50","72540.00","NORTE","Recibido","15 días crédito",NULL
704,"2025-02-28","OC-2025-0204","F-D002-202502-2590","L202502-784-0204","D001","P009",14,24,336,"900.00","13.00","117.00","783.00","263088.00","SUR","Recibido","30 días crédito",NULL
705,"2025-03-25","OC-2025-0205","F-D001-202503-0405","L202503-247-0205","D002","P006",20,20,400,"3200.00","9.00","288.00","2912.00","1164800.00","CENTRO","Recibido","15 días crédito",NULL
706,"2025-11-12","OC-2025-0206","F-D006-202511-8824","L202511-390-0206","D003","P007",54,30,1620,"2800.00","4.00","112.00","2688.00","4354560.00","CENTRO","Recibido","Contado contra entrega",NULL
707,"2025-01-08","OC-2025-0207","F-D003-202501-4900","L202501-768-0207","D002","P006",39,10,390,"3200.00","11.00","352.00","2848.00","1110720.00","NORTE","Recibido","15 días crédito",NULL
708,"2025-09-11","OC-2025-0208","F-D002-202509-3963","L202509-297-0208","D003","P018",4,60,240,"800.00","8.00","64.00","736.00","176640.00","SUR","Recibido","Contado contra entrega",NULL
709,"2025-04-09","OC-2025-0209","F-D003-202504-7175","L202504-239-0209","D007","P017",56,10,560,"1800.00","7.00","126.00","1674.00","937440.00","CENTRO","Recibido","15 días crédito",NULL
710,"2025-04-25","OC-2025-0210","F-D003-202504-4125","L202504-910-0210","D007","P005",18,50,900,"1100.00","8.00","88.00","1012.00","910800.00","NORTE","Recibido","15 días crédito",NULL
711,"2025-12-22","OC-2025-0211","F-D003-202512-5456","L202512-426-0211","D006","P006",30,30,900,"3200.00","15.00","480.00","2720.00","2448000.00","VALLE","Pendiente","60 días crédito",NULL
712,"2025-12-07","OC-2025-0212","F-D004-202512-7237","L202512-779-0212","D004","P006",46,60,2760,"3200.00","14.00","448.00","2752.00","7595520.00","VALLE","Recibido","45 días crédito",NULL
713,"2025-06-03","OC-2025-0213","F-D006-202506-7419","L202506-934-0213","D003","P004",10,24,240,"850.00","6.00","51.00","799.00","191760.00","CENTRO","Recibido","Contado contra entrega",NULL
714,"2025-11-21","OC-2025-0214","F-D007-202511-5071","L202511-779-0214","D008","P020",48,20,960,"650.00","11.00","71.50","578.50","555360.00","NORTE","Recibido","30 días crédito",NULL
715,"2025-05-01","OC-2025-0215","F-D006-202505-5850","L202505-313-0215","D006","P007",36,60,2160,"2800.00","15.00","420.00","2380.00","5140800.00","CENTRO","Recibido","60 días crédito",NULL
716,"2025-11-14","OC-2025-0216","F-D001-202511-6451","L202511-675-0216","D005","P011",49,50,2450,"2100.00","7.00","147.00","1953.00","4784850.00","NORTE","Recibido","30 días crédito",NULL
717,"2025-03-03","OC-2025-0217","F-D006-202503-1318","L202503-578-0217","D003","P002",34,30,1020,"1800.00","6.00","108.00","1692.00","1725840.00","NORTE","Recibido","Contado contra entrega",NULL
718,"2025-12-12","OC-2025-0218","F-D005-202512-7988","L202512-376-0218","D007","P009",14,50,700,"900.00","8.00","72.00","828.00","579600.00","VALLE","Recibido","15 días crédito",NULL
719,"2025-06-04","OC-2025-0219","F-D008-202506-6637","L202506-779-0219","D002","P007",44,50,2200,"2800.00","9.00","252.00","2548.00","5605600.00","VALLE","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
720,"2025-04-01","OC-2025-0220","F-D008-202504-3493","L202504-452-0220","D007","P007",28,50,1400,"2800.00","7.00","196.00","2604.00","3645600.00","VALLE","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
721,"2025-07-16","OC-2025-0221","F-D008-202507-7146","L202507-489-0221","D007","P010",58,10,580,"2100.00","6.00","126.00","1974.00","1144920.00","CENTRO","Recibido","15 días crédito",NULL
722,"2025-12-09","OC-2025-0222","F-D005-202512-7277","L202512-328-0222","D008","P019",16,30,480,"500.00","11.00","55.00","445.00","213600.00","SUR","Recibido","30 días crédito",NULL
723,"2025-05-19","OC-2025-0223","F-D007-202505-1712","L202505-330-0223","D008","P020",42,20,840,"650.00","12.00","78.00","572.00","480480.00","NORTE","Recibido","30 días crédito",NULL
724,"2025-11-06","OC-2025-0224","F-D007-202511-8911","L202511-841-0224","D002","P018",7,30,210,"800.00","6.00","48.00","752.00","157920.00","CENTRO","Recibido","15 días crédito",NULL
725,"2025-04-08","OC-2025-0225","F-D007-202504-2146","L202504-962-0225","D005","P006",46,10,460,"3200.00","11.00","352.00","2848.00","1310080.00","CENTRO","Recibido","30 días crédito",NULL
726,"2025-02-22","OC-2025-0226","F-D003-202502-7039","L202502-653-0226","D006","P008",45,30,1350,"650.00","14.00","91.00","559.00","754650.00","NORTE","Recibido","60 días crédito",NULL
727,"2025-03-10","OC-2025-0227","F-D006-202503-9049","L202503-169-0227","D006","P020",16,10,160,"650.00","13.00","84.50","565.50","90480.00","CENTRO","Recibido","60 días crédito","Descuento por volumen"
728,"2025-11-18","OC-2025-0228","F-D006-202511-9753","L202511-638-0228","D004","P008",9,24,216,"650.00","11.00","71.50","578.50","124956.00","CENTRO","Recibido","45 días crédito",NULL
729,"2025-05-19","OC-2025-0229","F-D004-202505-8293","L202505-693-0229","D001","P018",2,30,60,"800.00","9.00","72.00","728.00","43680.00","NORTE","Recibido","30 días crédito",NULL
730,"2025-06-01","OC-2025-0230","F-D008-202506-5005","L202506-719-0230","D001","P001",15,24,360,"2500.00","12.00","300.00","2200.00","792000.00","NORTE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
731,"2025-10-19","OC-2025-0231","F-D007-202510-1444","L202510-784-0231","D005","P011",43,60,2580,"2100.00","8.00","168.00","1932.00","4984560.00","NORTE","Recibido","30 días crédito",NULL
732,"2025-03-18","OC-2025-0232","F-D008-202503-2356","L202503-589-0232","D002","P002",32,24,768,"1800.00","9.00","162.00","1638.00","1257984.00","NORTE","Recibido","15 días crédito","Descuento por volumen"
733,"2025-08-21","OC-2025-0233","F-D001-202508-5341","L202508-537-0233","D001","P006",33,60,1980,"3200.00","8.00","256.00","2944.00","5829120.00","CENTRO","Recibido","30 días crédito",NULL
734,"2025-09-08","OC-2025-0234","F-D001-202509-7214","L202509-602-0234","D003","P014",22,50,1100,"2300.00","7.00","161.00","2139.00","2352900.00","NORTE","Recibido","Contado contra entrega",NULL
735,"2025-12-03","OC-2025-0235","F-D006-202512-8722","L202512-939-0235","D004","P007",48,24,1152,"2800.00","14.00","392.00","2408.00","2774016.00","NORTE","Recibido","45 días crédito",NULL
736,"2025-11-19","OC-2025-0236","F-D001-202511-1704","L202511-009-0236","D008","P009",29,30,870,"900.00","10.00","90.00","810.00","704700.00","CENTRO","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
